age,nationality,gender,family_size,emirate,employment_status,years_of_experience,current_position,monthly_income,monthly_expenses,net_monthly_income,total_assets,total_liabilities,net_worth,credit_score,dti_ratio,is_eligible,eligibility_score
42,India,Male,2,Ras Al Khaimah,self_employed,3,Business Owner,10669.27,2734.96,7934.31,121661.99,34909.32,86752.68,746,16.36,0,5
31,India,Male,1,Dubai,self_employed,5,Business Owner,13843.89,2205.92,11637.97,112219.79,57186.53,55033.26,830,20.65,0,0
59,Philippines,Male,3,Ras Al Khaimah,unemployed,5,Unemployed,266.68,3104.74,-2838.06,13164.71,833.14,12331.57,489,15.62,1,80
59,Jordan,Female,4,Dubai,employed,22,Construction Worker,8988.15,3194.72,5793.43,146881.8,11905.26,134976.54,833,6.62,0,10
28,UAE,Female,1,Ajman,unemployed,4,Unemployed,341.8,2086.83,-1745.03,3348.95,12837.2,-9488.25,411,187.79,1,85
37,Philippines,Male,3,Ras Al Khaimah,part_time,4,Unemployed,3116.15,3553.55,-437.4000000000001,34647.13,3755.04,30892.09,574,6.03,1,62
29,India,Female,4,Umm Al Quwain,part_time,8,Unemployed,2227.86,2534.9,-307.03999999999996,2284.92,17989.1,-15704.19,556,40.37,1,90
62,Jordan,Female,5,Fujairah,self_employed,2,Business Owner,8293.0,4193.87,4099.13,81595.28,8181.44,73413.83,789,4.93,0,15
61,UAE,Male,5,Ajman,part_time,4,Unemployed,2826.84,3962.3,-1135.46,9668.87,11225.87,-1557.0,421,19.86,1,92
62,Egypt,Female,2,Fujairah,unemployed,9,Unemployed,195.83,1711.2,-1515.3700000000001,9336.2,15626.44,-6290.23,444,398.98,1,90
40,India,Female,1,Sharjah,part_time,4,Unemployed,2818.16,2287.71,530.4499999999998,2458.22,12856.38,-10398.16,464,22.81,1,72
59,Philippines,Male,2,Dubai,self_employed,15,Business Owner,2788.18,2535.0,253.17999999999984,10351.45,18612.14,-8260.69,483,33.38,1,70
62,India,Female,3,Dubai,unemployed,5,Unemployed,415.64,2343.45,-1927.81,11416.32,7085.36,4330.97,521,85.23,1,90
42,India,Female,6,Umm Al Quwain,part_time,5,Unemployed,2186.76,4878.81,-2692.05,6894.97,10931.54,-4036.57,540,24.99,1,92
52,Egypt,Female,1,Abu Dhabi,self_employed,6,Business Owner,7792.04,1451.02,6341.02,13498.53,16872.99,-3374.46,574,10.83,0,30
34,Pakistan,Female,3,Ajman,part_time,14,Unemployed,2104.94,3529.13,-1424.19,2953.89,19028.6,-16074.71,447,45.2,1,90
47,UAE,Male,3,Abu Dhabi,part_time,11,Unemployed,2148.85,2586.59,-437.74000000000024,8903.41,1461.63,7441.78,517,3.4,1,82
39,Egypt,Female,6,Ras Al Khaimah,employed,3,Sales Associate,4375.64,4939.36,-563.7199999999993,30624.29,14361.31,16262.98,516,16.41,1,65
64,Syria,Female,2,Umm Al Quwain,self_employed,16,Business Owner,14705.0,2635.97,12069.03,41017.29,18260.8,22756.48,695,6.21,0,15
57,UAE,Female,2,Fujairah,unemployed,0,Unemployed,458.23,2672.02,-2213.79,14402.52,15271.58,-869.06,492,166.64,1,90
43,India,Female,3,Dubai,self_employed,5,Business Owner,2117.5,2442.65,-325.1500000000001,13892.91,4573.54,9319.38,570,10.8,0,75
42,Philippines,Male,2,Dubai,self_employed,8,Business Owner,13024.55,2593.29,10431.259999999998,32401.91,16718.46,15683.44,720,6.42,0,15
50,Pakistan,Female,3,Ras Al Khaimah,self_employed,13,Business Owner,2005.76,3422.49,-1416.7299999999998,2307.11,19801.73,-17494.62,433,49.36,1,83
22,Jordan,Male,1,Ajman,unemployed,0,Unemployed,481.55,1962.53,-1480.98,1360.83,652.36,708.47,498,6.77,1,75
60,India,Female,3,Abu Dhabi,self_employed,14,Business Owner,10086.51,3586.4,6500.110000000001,70222.01,36561.27,33660.74,781,18.12,0,15
25,Philippines,Female,4,Fujairah,employed,0,Sales Associate,3012.85,2563.79,449.05999999999995,6362.55,720.38,5642.17,644,1.2,0,60
43,India,Female,5,Ras Al Khaimah,part_time,12,Unemployed,2062.23,3435.31,-1373.08,10787.4,11266.49,-479.09,548,27.32,1,92
56,Egypt,Female,2,Ras Al Khaimah,self_employed,19,Business Owner,5672.45,2029.58,3642.87,72586.6,57055.11,15531.49,639,50.29,0,30
26,Jordan,Female,3,Ras Al Khaimah,self_employed,4,Business Owner,12701.09,3400.0,9301.09,90785.75,16245.35,74540.4,835,6.4,0,10
62,Philippines,Female,2,Dubai,self_employed,16,Business Owner,13115.39,1810.61,11304.779999999999,29250.58,5208.24,24042.33,614,1.99,0,15
56,India,Female,3,Umm Al Quwain,employed,2,Cleaner,2426.98,1971.1,455.8800000000001,12401.2,952.83,11448.38,563,1.96,1,65
55,Jordan,Male,4,Fujairah,part_time,7,Unemployed,3136.63,2418.35,718.2800000000002,35655.91,20251.03,15404.88,615,32.28,1,62
44,Syria,Male,5,Ras Al Khaimah,employed,20,Accountant,8449.5,2531.12,5918.38,146500.16,17436.89,129063.27,784,10.32,0,15
41,Jordan,Female,2,Abu Dhabi,unemployed,2,Unemployed,51.9,1786.68,-1734.78,4651.27,14634.49,-9983.23,563,1409.87,1,90
62,UAE,Male,4,Sharjah,unemployed,6,Unemployed,609.63,3981.69,-3372.06,12270.4,5056.27,7214.13,578,41.47,0,88
35,Pakistan,Male,1,Ajman,part_time,10,Unemployed,3998.86,1686.9,2311.96,12717.1,15249.66,-2532.56,553,19.07,0,47
42,Philippines,Female,1,Abu Dhabi,employed,15,Engineer,2000.0,1294.15,705.8499999999999,8167.45,14186.42,-6018.96,586,35.47,1,65
55,Philippines,Female,4,Sharjah,part_time,8,Unemployed,2172.12,3419.71,-1247.5900000000001,7228.01,7234.21,-6.19,447,16.65,1,87
46,Egypt,Female,1,Fujairah,self_employed,5,Business Owner,3332.71,1816.63,1516.08,22811.17,14816.98,7994.18,626,22.23,0,45
45,Syria,Female,2,Abu Dhabi,part_time,14,Unemployed,3285.82,2192.57,1093.25,37234.81,25227.05,12007.75,666,38.39,0,52
38,India,Female,1,Sharjah,unemployed,8,Unemployed,195.24,1614.41,-1419.17,5034.16,19570.51,-14536.35,402,501.19,1,85
38,Syria,Female,4,Ajman,unemployed,11,Unemployed,671.06,3014.18,-2343.12,8239.65,6239.68,1999.97,617,46.49,1,88
36,India,Female,3,Umm Al Quwain,self_employed,4,Business Owner,6996.62,1845.35,5151.27,68729.81,5627.99,63101.82,657,4.02,0,20
54,Jordan,Female,6,Fujairah,self_employed,4,Business Owner,9266.75,4052.94,5213.8099999999995,111805.11,34385.98,77419.13,782,18.55,0,15
22,Philippines,Female,2,Umm Al Quwain,part_time,3,Unemployed,3656.6,1768.88,1887.7199999999998,33000.12,20686.63,12313.5,579,28.29,0,52
64,Syria,Male,5,Fujairah,self_employed,4,Business Owner,10125.38,3159.72,6965.66,126133.4,32583.35,93550.05,771,16.09,1,15
28,UAE,Female,2,Fujairah,part_time,6,Unemployed,2929.36,2749.25,180.11000000000013,13591.31,243.14,13348.17,607,0.41,1,67
29,Pakistan,Male,1,Sharjah,unemployed,0,Unemployed,19.8,1668.82,-1649.02,2871.42,8233.11,-5361.69,533,2079.07,1,85
54,Philippines,Female,3,Fujairah,unemployed,11,Unemployed,404.53,1923.04,-1518.51,11756.4,5715.17,6041.23,511,70.64,1,90
62,Philippines,Male,4,Ras Al Khaimah,unemployed,4,Unemployed,72.11,2531.34,-2459.23,5721.62,19640.99,-13919.38,483,1361.88,1,95
28,Egypt,Male,3,Fujairah,employed,6,Driver,6115.63,1982.47,4133.16,29449.69,11842.21,17607.48,704,9.68,0,30
29,Pakistan,Male,1,Ras Al Khaimah,unemployed,9,Unemployed,179.36,2364.81,-2185.45,1699.55,8072.02,-6372.47,596,225.02,0,85
39,Egypt,Female,4,Abu Dhabi,part_time,8,Unemployed,2011.1,3191.38,-1180.2800000000002,1110.63,12109.65,-10999.02,497,30.11,1,87
46,Syria,Female,4,Dubai,self_employed,2,Business Owner,5737.0,3479.19,2257.81,77797.61,38200.05,39597.57,638,33.29,0,25
48,Syria,Male,1,Fujairah,unemployed,5,Unemployed,68.33,1716.45,-1648.1200000000001,10436.96,9160.44,1276.52,626,670.31,1,80
23,Syria,Male,2,Umm Al Quwain,unemployed,1,Unemployed,703.79,2059.89,-1356.1,8454.9,9013.73,-558.83,495,64.04,1,90
27,Egypt,Male,2,Abu Dhabi,part_time,3,Unemployed,2123.81,1503.03,620.78,2611.23,2341.32,269.9,616,5.51,1,72
31,Jordan,Female,3,Ras Al Khaimah,employed,10,Sales Associate,4257.83,3125.76,1132.0699999999997,35904.78,9484.24,26420.54,521,11.14,0,50
57,UAE,Female,4,Fujairah,self_employed,13,Business Owner,7305.97,2132.33,5173.64,50804.82,18920.58,31884.24,682,12.95,0,25
22,Philippines,Female,2,Ajman,unemployed,0,Unemployed,839.8,1782.81,-943.01,10086.91,19540.14,-9453.23,544,116.34,1,90
31,India,Male,1,Ajman,employed,5,Cashier,4873.66,1301.16,3572.5,33251.63,30562.23,2689.4,631,31.35,0,35
50,Jordan,Female,3,Sharjah,unemployed,10,Unemployed,9.05,2861.02,-2851.97,9199.38,12753.76,-3554.39,569,7046.28,0,95
41,Syria,Female,2,Umm Al Quwain,unemployed,6,Unemployed,199.27,2816.21,-2616.94,11080.85,274.91,10805.94,462,6.9,1,75
54,Jordan,Female,2,Dubai,part_time,4,Unemployed,1692.86,2866.75,-1173.89,5322.91,8495.43,-3172.52,461,25.09,1,82
54,Pakistan,Male,4,Ajman,unemployed,1,Unemployed,372.2,2799.37,-2427.17,13274.46,7665.68,5608.78,563,102.98,1,90
34,India,Male,4,Ajman,employed,2,Security Guard,3070.72,3395.25,-324.5300000000002,31000.85,26613.36,4387.5,507,43.33,1,68
63,Syria,Female,3,Fujairah,self_employed,6,Business Owner,12396.34,2400.49,9995.85,132475.14,55339.15,77135.99,736,22.32,0,10
30,Philippines,Male,1,Fujairah,self_employed,11,Business Owner,7906.49,1956.3,5950.19,27386.85,25574.75,1812.11,667,16.17,0,25
57,Egypt,Male,3,Ajman,employed,10,Technician,4175.66,2599.06,1576.6,5766.97,6020.92,-253.96,634,7.21,1,60
64,Jordan,Female,3,Sharjah,employed,3,Manager,4528.35,2178.05,2350.3,14836.33,14259.2,577.13,665,15.74,0,45
22,India,Male,5,Ajman,unemployed,0,Unemployed,160.46,2569.18,-2408.72,2784.7,13284.39,-10499.69,598,413.95,1,100
24,Egypt,Female,4,Ras Al Khaimah,self_employed,4,Business Owner,7800.62,3792.27,4008.35,10557.51,18491.22,-7933.71,526,11.85,0,40
63,Pakistan,Male,3,Ras Al Khaimah,unemployed,4,Unemployed,742.53,1937.94,-1195.41,13089.54,16562.34,-3472.8,445,111.53,1,95
53,Syria,Male,4,Sharjah,part_time,4,Unemployed,2316.86,2844.29,-527.4299999999998,7584.51,18822.42,-11237.9,496,40.62,1,90
42,UAE,Male,5,Ras Al Khaimah,employed,5,Construction Worker,4210.25,2865.27,1344.98,35058.59,24662.11,10396.48,575,29.29,0,55
44,Egypt,Male,3,Ras Al Khaimah,unemployed,13,Unemployed,439.21,2898.98,-2459.77,2405.48,13472.91,-11067.43,540,153.38,1,95
53,Pakistan,Male,4,Ajman,unemployed,14,Unemployed,489.38,3002.18,-2512.7999999999997,11109.39,17259.45,-6150.06,628,176.34,1,95
27,UAE,Female,4,Ajman,employed,5,Technician,7582.31,3236.88,4345.43,34166.1,16254.43,17911.67,721,10.72,0,30
31,Pakistan,Male,3,Sharjah,part_time,2,Unemployed,2055.9,2734.6,-678.6999999999998,9116.29,4907.05,4209.24,646,11.93,1,82
40,Jordan,Male,2,Dubai,part_time,13,Unemployed,3899.66,2424.45,1475.21,24490.75,16304.8,8185.94,689,20.91,0,57
54,Jordan,Male,3,Fujairah,employed,9,Sales Associate,6945.24,2166.6,4778.639999999999,32928.65,20493.93,12434.72,728,14.75,0,30
55,UAE,Male,1,Ajman,employed,14,Technician,4899.11,1338.47,3560.6399999999994,26197.33,6750.52,19446.8,656,6.89,1,30
60,Egypt,Male,1,Ajman,part_time,9,Unemployed,2780.71,1337.14,1443.57,11472.01,13577.95,-2105.94,457,24.41,1,67
60,Pakistan,Female,3,Fujairah,part_time,0,Unemployed,3028.34,3343.16,-314.8199999999997,28563.63,16059.81,12503.82,528,26.52,1,67
64,Syria,Male,4,Ras Al Khaimah,self_employed,16,Business Owner,2129.72,3619.23,-1489.5100000000002,8034.85,16722.35,-8687.51,648,39.26,1,80
43,Pakistan,Male,4,Umm Al Quwain,unemployed,2,Unemployed,127.39,2699.57,-2572.1800000000003,7973.66,10211.24,-2237.57,546,400.79,1,95
23,UAE,Female,3,Ras Al Khaimah,part_time,2,Unemployed,1533.42,2537.53,-1004.1100000000001,9716.61,310.17,9406.45,527,1.01,1,82
23,Pakistan,Female,1,Sharjah,unemployed,3,Unemployed,181.72,2091.7,-1909.9799999999998,12718.92,10911.7,1807.21,448,300.23,1,80
39,Egypt,Female,2,Fujairah,unemployed,12,Unemployed,989.22,1847.32,-858.0999999999999,14138.19,856.75,13281.44,466,4.33,1,75
40,Syria,Male,1,Ras Al Khaimah,employed,13,Nurse,4551.1,1643.49,2907.6100000000006,21248.35,26127.61,-4879.26,621,28.7,0,40
52,Syria,Male,4,Dubai,unemployed,10,Unemployed,379.23,3845.87,-3466.64,12634.88,7464.82,5170.06,558,98.42,1,90
55,Philippines,Male,4,Fujairah,part_time,14,Unemployed,1621.64,3320.13,-1698.49,6391.06,10960.65,-4569.58,511,33.79,1,87
60,Syria,Male,4,Ajman,unemployed,3,Unemployed,140.32,3509.43,-3369.1099999999997,9307.11,14845.06,-5537.96,470,528.97,1,95
49,Pakistan,Male,2,Umm Al Quwain,unemployed,11,Unemployed,390.76,1738.02,-1347.26,3873.47,12108.24,-8234.77,420,154.93,1,90
47,UAE,Male,5,Fujairah,self_employed,5,Business Owner,9041.4,4219.84,4821.5599999999995,59897.59,27823.42,32074.17,710,15.39,0,20
37,Philippines,Female,2,Abu Dhabi,self_employed,8,Business Owner,9797.03,2792.27,7004.76,132923.15,44838.94,88084.21,838,22.88,0,5
36,Jordan,Male,3,Dubai,part_time,9,Unemployed,3240.39,2489.04,751.3499999999999,33764.08,24104.34,9659.74,612,37.19,1,67
59,Philippines,Male,3,Dubai,part_time,2,Unemployed,3847.67,2945.47,902.2000000000003,16357.91,5390.24,10967.68,655,7.0,1,62
42,India,Female,4,Ajman,self_employed,13,Business Owner,10511.22,3829.91,6681.3099999999995,28208.24,27857.3,350.94,631,13.25,0,25
53,Egypt,Female,4,Ras Al Khaimah,part_time,5,Unemployed,3466.77,3724.69,-257.9200000000001,31174.35,7819.46,23354.89,635,11.28,1,67
22,Pakistan,Male,3,Fujairah,unemployed,1,Unemployed,33.68,3382.53,-3348.8500000000004,3650.95,11146.74,-7495.79,519,1654.8,1,95
27,Egypt,Female,3,Ajman,employed,7,Teacher,4156.43,2385.52,1770.9100000000003,36533.63,34877.05,1656.59,645,41.96,0,58
23,Philippines,Male,4,Abu Dhabi,part_time,0,Unemployed,2941.76,2241.24,700.5200000000004,1423.77,19977.85,-18554.08,442,33.96,1,82
52,India,Male,4,Dubai,part_time,12,Unemployed,3645.06,4195.02,-549.9600000000005,13452.38,807.02,12645.36,512,1.11,1,67
56,Philippines,Male,1,Ras Al Khaimah,employed,26,Security Guard,7472.04,1216.44,6255.6,15615.56,6243.93,9371.63,585,4.18,0,25
59,Philippines,Male,1,Ras Al Khaimah,employed,23,Warehouse Worker,10106.58,1948.49,8158.09,119099.34,7141.59,111957.75,798,3.53,0,0
24,Jordan,Male,3,Sharjah,part_time,4,Unemployed,2505.84,2503.07,2.769999999999982,1039.92,12766.44,-11726.52,418,25.47,1,82
64,India,Male,4,Fujairah,unemployed,12,Unemployed,389.23,2580.64,-2191.41,8952.78,18563.64,-9610.86,509,238.47,1,95
55,UAE,Female,2,Fujairah,unemployed,4,Unemployed,633.07,2203.93,-1570.8599999999997,6645.89,9882.95,-3237.06,645,78.06,1,90
63,Egypt,Female,4,Umm Al Quwain,unemployed,8,Unemployed,504.0,4093.32,-3589.32,12492.48,7248.63,5243.85,581,71.91,1,90
39,India,Female,1,Sharjah,part_time,10,Unemployed,1918.39,1800.43,117.96000000000004,10363.26,13942.72,-3579.46,632,36.34,1,72
31,India,Female,3,Ajman,self_employed,1,Business Owner,10267.22,2878.74,7388.48,43316.28,25564.45,17751.83,692,12.45,0,20
35,Pakistan,Male,1,Sharjah,part_time,1,Unemployed,3447.76,1931.64,1516.1200000000001,29487.38,29820.96,-333.57,617,43.25,1,60
41,Egypt,Female,6,Ras Al Khaimah,self_employed,3,Business Owner,10307.42,5274.54,5032.88,134610.03,37147.49,97462.54,765,18.02,0,15
57,Syria,Male,1,Ras Al Khaimah,unemployed,10,Unemployed,592.84,1625.91,-1033.0700000000002,779.84,634.88,144.96,439,5.35,0,75
47,Philippines,Female,1,Sharjah,self_employed,16,Business Owner,10978.84,1916.13,9062.71,85204.84,58690.28,26514.56,687,26.73,0,10
30,Egypt,Female,7,Fujairah,unemployed,3,Unemployed,216.23,5073.64,-4857.410000000001,9045.59,12379.83,-3334.24,606,286.27,1,100
52,Jordan,Female,4,Ajman,self_employed,14,Business Owner,6358.63,2240.73,4117.9,78274.02,49933.56,28340.45,663,39.26,0,30
63,Jordan,Female,5,Umm Al Quwain,part_time,2,Unemployed,2879.69,4294.58,-1414.8899999999999,6243.27,3362.36,2880.91,419,5.84,1,87
59,India,Male,5,Ajman,unemployed,3,Unemployed,438.46,3671.72,-3233.2599999999998,14779.56,3320.44,11459.12,471,37.86,1,85
61,Egypt,Male,1,Umm Al Quwain,employed,22,Construction Worker,6039.82,1559.26,4480.5599999999995,26275.42,7149.73,19125.69,638,5.92,0,20
49,Jordan,Male,2,Fujairah,employed,28,Cleaner,11313.89,1953.72,9360.17,146798.53,14356.35,132442.18,703,6.34,0,5
52,Egypt,Male,4,Ras Al Khaimah,unemployed,5,Unemployed,864.66,2425.34,-1560.6800000000003,1241.05,9690.76,-8449.71,518,56.04,0,95
32,Pakistan,Female,3,Ras Al Khaimah,employed,13,Accountant,5997.18,2709.92,3287.26,20085.52,22967.95,-2882.44,611,19.15,0,40
44,Pakistan,Female,1,Ajman,employed,22,Sales Associate,5040.1,2381.08,2659.0200000000004,37699.56,25885.97,11813.59,608,25.68,0,20
43,UAE,Male,4,Sharjah,self_employed,16,Business Owner,9114.09,4182.72,4931.37,106346.22,15958.53,90387.7,762,8.75,0,10
60,UAE,Female,3,Dubai,unemployed,8,Unemployed,940.42,1828.48,-888.0600000000001,7841.4,9417.35,-1575.95,600,50.07,1,95
33,Philippines,Male,3,Ras Al Khaimah,unemployed,2,Unemployed,658.08,2010.62,-1352.54,11995.77,2464.65,9531.12,438,18.73,1,85
25,India,Female,3,Dubai,self_employed,6,Business Owner,13742.87,3401.79,10341.080000000002,126321.32,33058.16,93263.16,776,12.03,0,10
47,India,Female,5,Fujairah,part_time,5,Unemployed,2074.57,3726.39,-1651.8199999999997,5582.6,13233.35,-7650.75,629,31.89,1,92
59,Egypt,Female,5,Fujairah,employed,20,Manager,5091.83,2838.81,2253.02,67799.77,20713.92,47085.85,671,20.34,0,30
27,Syria,Male,2,Ras Al Khaimah,employed,2,Cleaner,2670.65,2908.34,-237.69000000000005,13409.78,6749.61,6660.17,458,12.64,1,70
52,Pakistan,Male,3,Ajman,employed,4,Engineer,4392.8,2196.91,2195.8900000000003,12637.26,17481.44,-4844.17,626,19.9,0,50
43,Syria,Female,4,Umm Al Quwain,self_employed,13,Business Owner,13318.7,3764.45,9554.25,101552.76,46264.62,55288.14,828,17.37,0,10
36,UAE,Male,2,Umm Al Quwain,unemployed,7,Unemployed,486.13,2881.11,-2394.98,600.89,5829.22,-5228.33,407,59.96,1,90
47,Jordan,Female,4,Dubai,self_employed,13,Business Owner,8084.9,3079.23,5005.67,118874.83,13497.07,105377.76,701,8.35,1,10
39,Jordan,Female,3,Sharjah,employed,6,Office Assistant,2967.93,3483.31,-515.3800000000001,5637.08,14162.44,-8525.36,481,23.86,1,80
34,UAE,Male,4,Fujairah,unemployed,13,Unemployed,204.45,2814.86,-2610.4100000000003,7658.71,12302.58,-4643.87,600,300.87,1,95
31,Syria,Female,4,Abu Dhabi,employed,4,Security Guard,2000.0,3862.28,-1862.2800000000002,2410.19,499.43,1910.76,497,1.25,1,75
37,Philippines,Female,2,Fujairah,self_employed,15,Business Owner,8053.87,2660.07,5393.799999999999,138945.56,15402.65,123542.91,711,9.56,0,5
22,Egypt,Male,3,Ajman,self_employed,2,Business Owner,7097.22,3151.39,3945.8300000000004,18784.04,15455.43,3328.61,659,10.89,0,35
50,Egypt,Male,5,Ras Al Khaimah,self_employed,8,Business Owner,14078.88,3329.57,10749.31,28601.47,3612.98,24988.5,653,1.28,0,25
29,Philippines,Female,4,Sharjah,self_employed,3,Business Owner,7441.57,2714.28,4727.289999999999,33254.39,12400.83,20853.56,703,8.33,1,30
40,Syria,Female,3,Ras Al Khaimah,part_time,10,Unemployed,3028.66,3021.3,7.359999999999673,16114.24,16962.18,-847.95,618,28.0,1,72
58,Pakistan,Female,5,Fujairah,unemployed,3,Unemployed,350.41,4591.03,-4240.62,5096.55,9112.38,-4015.83,457,130.02,1,100
53,Pakistan,Male,3,Fujairah,self_employed,4,Business Owner,10094.96,3582.2,6512.759999999999,60544.33,23698.45,36845.87,803,11.74,0,15
49,UAE,Male,2,Fujairah,self_employed,18,Business Owner,14892.05,2311.5,12580.55,148029.95,56644.8,91385.14,813,19.02,0,5
25,Syria,Male,2,Dubai,part_time,2,Unemployed,1730.9,1744.19,-13.289999999999964,8928.19,3009.45,5918.75,541,8.69,1,77
46,UAE,Male,5,Umm Al Quwain,self_employed,3,Business Owner,5206.56,3530.3,1676.2600000000002,56333.95,46314.74,10019.21,703,44.48,0,48
31,India,Male,2,Ajman,unemployed,7,Unemployed,817.41,2635.57,-1818.1600000000003,834.08,137.56,696.52,603,0.84,1,80
62,Pakistan,Female,4,Ras Al Khaimah,employed,25,Sales Associate,12139.27,3605.95,8533.32,131297.22,24622.28,106674.95,839,10.14,0,10
44,UAE,Female,2,Ajman,part_time,6,Unemployed,1767.64,2160.09,-392.45000000000005,10945.68,18804.42,-7858.74,548,53.19,0,87
46,Pakistan,Male,5,Abu Dhabi,unemployed,3,Unemployed,119.89,4163.82,-4043.93,7971.82,5758.91,2212.92,542,240.17,1,95
36,Jordan,Female,3,Sharjah,unemployed,4,Unemployed,583.61,2502.22,-1918.6099999999997,5326.97,904.98,4421.99,507,7.75,1,85
44,India,Female,4,Ajman,unemployed,1,Unemployed,105.85,3933.34,-3827.4900000000002,7847.15,13993.8,-6146.65,439,661.02,1,95
31,India,Female,2,Dubai,self_employed,1,Business Owner,3075.54,1880.91,1194.6299999999999,32299.59,6159.59,26140.0,680,10.01,0,45
58,India,Female,1,Ajman,unemployed,12,Unemployed,585.08,1471.53,-886.4499999999999,13435.47,15670.0,-2234.53,503,133.91,1,85
51,Philippines,Male,5,Sharjah,part_time,11,Unemployed,1758.16,2814.06,-1055.8999999999999,8519.61,5927.15,2592.46,588,16.86,1,87
49,UAE,Female,6,Ajman,self_employed,9,Business Owner,2413.12,4811.54,-2398.42,3601.06,2886.18,714.88,430,5.98,1,80
46,Syria,Female,4,Umm Al Quwain,part_time,6,Unemployed,2045.65,4177.81,-2132.1600000000003,8616.55,2757.71,5858.85,633,6.74,1,82
63,Syria,Male,4,Fujairah,self_employed,17,Business Owner,2993.72,3981.36,-987.6400000000003,11908.94,3166.08,8742.86,416,5.29,1,75
38,Egypt,Female,3,Ajman,self_employed,13,Business Owner,3100.95,2640.05,460.89999999999964,21874.62,29909.08,-8034.46,609,48.23,1,68
35,India,Female,2,Umm Al Quwain,part_time,12,Unemployed,2941.18,2642.83,298.3499999999999,11722.58,5515.15,6207.44,647,9.38,1,72
56,Egypt,Female,1,Umm Al Quwain,part_time,4,Unemployed,3834.37,2020.64,1813.7299999999998,23605.03,4045.09,19559.94,504,5.27,0,47
47,Pakistan,Female,3,Ras Al Khaimah,employed,5,Accountant,5425.26,2397.8,3027.46,74967.13,51467.43,23499.7,734,47.43,0,33
36,Egypt,Male,3,Abu Dhabi,part_time,10,Unemployed,1610.1,3048.0,-1437.9,9723.54,4629.6,5093.94,562,14.38,1,82
53,Pakistan,Female,5,Umm Al Quwain,employed,11,Construction Worker,7595.48,4355.21,3240.2699999999995,52828.17,25540.19,27287.98,706,16.81,0,35
22,Pakistan,Female,3,Abu Dhabi,unemployed,3,Unemployed,413.17,3016.48,-2603.31,9872.4,1402.16,8470.23,638,16.97,1,85
25,India,Male,3,Dubai,part_time,3,Unemployed,3768.12,2081.31,1686.81,12703.1,10365.52,2337.58,693,13.75,1,62
52,Pakistan,Female,1,Umm Al Quwain,part_time,7,Unemployed,2756.07,2077.78,678.29,14371.77,4408.92,9962.85,407,8.0,1,67
28,Jordan,Female,5,Fujairah,employed,2,Nurse,2000.0,3085.68,-1085.6799999999998,1370.61,6296.52,-4925.91,513,15.74,1,85
26,Syria,Male,4,Fujairah,employed,6,Nurse,2945.0,3636.14,-691.1399999999999,12367.07,2928.73,9438.35,596,4.97,1,75
51,India,Male,3,Fujairah,employed,25,Accountant,7047.81,3182.63,3865.1800000000003,45033.41,16880.66,28152.75,614,11.98,0,30
61,Jordan,Female,3,Ajman,self_employed,9,Business Owner,6010.09,2831.48,3178.61,32764.78,4256.62,28508.16,666,3.54,0,30
63,UAE,Male,1,Fujairah,employed,16,Security Guard,5705.66,2036.03,3669.63,32704.21,10484.7,22219.5,732,9.19,0,20
53,Philippines,Male,4,Ajman,part_time,5,Unemployed,2601.43,2378.05,223.37999999999965,5733.78,12386.87,-6653.09,604,23.81,1,82
63,Syria,Male,1,Ajman,self_employed,12,Business Owner,10573.58,2025.65,8547.93,35650.39,33032.95,2617.43,522,15.62,0,15
31,UAE,Female,3,Dubai,part_time,4,Unemployed,2268.04,2783.63,-515.5900000000001,6257.9,3204.51,3053.39,636,7.06,1,82
46,UAE,Male,4,Ajman,self_employed,10,Business Owner,3093.66,2925.52,168.13999999999987,8508.59,331.85,8176.75,577,0.54,1,60
56,Syria,Male,3,Dubai,part_time,1,Unemployed,1692.02,2222.99,-530.9699999999998,12452.26,18965.03,-6512.77,534,56.04,1,92
38,Pakistan,Female,2,Dubai,self_employed,2,Business Owner,14044.03,2129.44,11914.59,26580.92,4260.54,22320.38,617,1.52,0,15
56,Syria,Male,1,Dubai,employed,25,Construction Worker,5362.25,2037.26,3324.99,35487.89,21118.88,14369.01,729,19.69,0,20
47,Jordan,Male,2,Ras Al Khaimah,unemployed,10,Unemployed,566.07,2627.18,-2061.1099999999997,1979.48,10263.66,-8284.18,462,90.66,1,90
61,Egypt,Female,1,Abu Dhabi,part_time,12,Unemployed,3580.91,2166.78,1414.1299999999997,12851.15,4521.58,8329.57,507,6.31,0,52
26,Syria,Female,1,Fujairah,unemployed,3,Unemployed,450.06,1604.95,-1154.89,13060.33,1670.5,11389.83,543,18.56,1,70
35,Pakistan,Female,4,Abu Dhabi,employed,12,Engineer,4084.42,3928.33,156.09000000000015,31568.04,26280.94,5287.11,642,32.17,1,60
57,Pakistan,Female,4,Abu Dhabi,part_time,3,Unemployed,1903.42,3301.19,-1397.77,12081.48,15203.22,-3121.73,643,39.94,0,87
50,Egypt,Female,1,Umm Al Quwain,employed,5,Accountant,2746.51,1350.68,1395.8300000000002,2569.42,16547.13,-13977.71,429,30.12,1,60
40,Philippines,Male,4,Ajman,self_employed,13,Business Owner,5204.76,4149.67,1055.0900000000001,34137.23,13793.95,20343.28,710,13.25,0,40
57,UAE,Female,1,Fujairah,part_time,2,Unemployed,2528.26,1488.64,1039.6200000000001,10085.76,16521.29,-6435.54,408,32.67,1,67
